cell	cell_group
F9_P3_M45_L001	CD8T
F9_P4_M45_L001	NK
F9_P5_M45_L001	CD8T
G10_P1_M45_L001	Plasma
G10_P3_M45_L001	B
G10_P4_M45_L001	B
G10_P5_M45_L001	CD8T
G11_P3_M45_L001	B
G12_P1_M45_L001	B
G1_P3_M45_L001	CD8T
G1_P4_M45_L001	B
G1_P5_M45_L001	CD4_Glyco_lo
G2_P1_M45_L001	CD4_Glyco_lo
G2_P3_M45_L001	CD8T
G3_P1_M45_L001	pDC
G3_P3_M45_L001	B
G3_P4_M45_L001	B
G4_P1_M45_L001	B
G4_P3_M45_L001	B
G4_P5_M45_L001	B
G5_P1_M45_L001	pDC
G5_P3_M45_L001	B
G5_P4_M45_L001	B
G5_P5_M45_L001	B
G6_P4_M45_L001	B
G6_P5_M45_L001	B
G7_P4_M45_L001	CD8T
G7_P5_M45_L001	CD4_Glyco_lo
G8_P1_M45_L001	B
G8_P3_M45_L001	B
G8_P5_M45_L001	MonoMacro
G9_P3_M45_L001	B
G9_P4_M45_L001	CD8T
G9_P5_M45_L001	CD4_Glyco_lo
H10_P1_M45_L001	B
H10_P4_M45_L001	B
H10_P5_M45_L001	CD4_Glyco_lo
H11_P3_M45_L001	CD8T
H11_P4_M45_L001	CD4_Glyco_hi
H12_P1_M45_L001	CD8T
H12_P3_M45_L001	B
H12_P4_M45_L001	CD8T
H12_P5_M45_L001	CD8T
H1_P1_M45_L001	B
H1_P4_M45_L001	B
H1_P5_M45_L001	CD4_Glyco_hi
H2_P1_M45_L001	B
H2_P3_M45_L001	B
H2_P4_M45_L001	B
H2_P5_M45_L001	B
H3_P1_M45_L001	B
H3_P4_M45_L001	B
H4_P1_M45_L001	CD4_Glyco_lo
H4_P4_M45_L001	CD8T
H4_P5_M45_L001	B
H5_P1_M45_L001	CD8T
H5_P3_M45_L001	B
H5_P4_M45_L001	B
H5_P5_M45_L001	B
H6_P1_M45_L001	B
H6_P4_M45_L001	CD8T
H6_P5_M45_L001	B
H7_P3_M45_L001	B
H7_P4_M45_L001	NK
H8_P4_M45_L001	B
H9_P1_M45_L001	B
H9_P4_M45_L001	CD4_Glyco_lo
A10_P1_MMD7_L001	CD4_Glyco_lo
A10_P2_MMD7_L001	CD8T
A11_P1_MMD7_L001	B
A11_P3_MMD7_L001	B
A12_P3_MMD7_L001	CD8T
A12_P4_MMD7_L001	NK
A3_P1_MMD7_L001	B
A3_P2_MMD7_L001	NK
A3_P3_MMD7_L001	B
A4_P2_MMD7_L001	B
A4_P3_MMD7_L001	CD8T
A5_P4_MMD7_L001	B
A6_P1_MMD7_L001	B
A6_P2_MMD7_L001	NK
A7_P3_MMD7_L001	MonoMacro
A8_P1_MMD7_L001	B
A8_P3_MMD7_L001	CD8T
A8_P4_MMD7_L001	MonoMacro
A9_P1_MMD7_L001	B
B10_P1_MMD7_L001	pDC
B10_P2_MMD7_L001	B
B11_P3_MMD7_L001	CD8T
B12_P2_MMD7_L001	pDC
B12_P4_MMD7_L001	CD4_Glyco_lo
B1_P1_MMD7_L001	CD8T
B1_P3_MMD7_L001	CD8T
B1_P4_MMD7_L001	pDC
B2_P2_MMD7_L001	NK
B2_P4_MMD7_L001	CD4_Glyco_hi
B3_P1_MMD7_L001	CD8T
B3_P2_MMD7_L001	B
B3_P4_MMD7_L001	pDC
B4_P1_MMD7_L001	B
B4_P2_MMD7_L001	NK
B4_P3_MMD7_L001	CD4_Glyco_lo
B4_P4_MMD7_L001	NK
B5_P1_MMD7_L001	CD8T
B5_P2_MMD7_L001	B
B5_P3_MMD7_L001	CD8T
B5_P4_MMD7_L001	B
B6_P1_MMD7_L001	NK
B7_P1_MMD7_L001	B
B7_P3_MMD7_L001	CD4_Glyco_hi
B7_P4_MMD7_L001	CD4_Glyco_lo
B8_P2_MMD7_L001	B
B8_P3_MMD7_L001	B
B8_P4_MMD7_L001	CD8T
B9_P2_MMD7_L001	B
B9_P3_MMD7_L001	B
B9_P4_MMD7_L001	CD4_Glyco_lo
C10_P1_MMD7_L001	MonoMacro
C10_P2_MMD7_L001	CD8T
C10_P3_MMD7_L001	CD4_Glyco_lo
C10_P4_MMD7_L001	B
C11_P1_MMD7_L001	pDC
C11_P2_MMD7_L001	B
C11_P3_MMD7_L001	MonoMacro
C12_P1_MMD7_L001	pDC
C12_P2_MMD7_L001	NK
C12_P3_MMD7_L001	CD8T
C12_P4_MMD7_L001	B
C1_P1_MMD7_L001	CD4_Glyco_lo
C1_P2_MMD7_L001	CD8T
C1_P4_MMD7_L001	B
C2_P1_MMD7_L001	CD4_Glyco_hi
C2_P2_MMD7_L001	NK
C2_P3_MMD7_L001	CD8T
C2_P4_MMD7_L001	CD8T
C3_P1_MMD7_L001	CD4_Glyco_lo
C3_P2_MMD7_L001	CD4_Glyco_hi
C3_P3_MMD7_L001	CD4_Glyco_hi
C3_P4_MMD7_L001	CD8T
C4_P1_MMD7_L001	NK
C4_P2_MMD7_L001	pDC
C4_P3_MMD7_L001	CD8T
C5_P2_MMD7_L001	CD8T
C5_P3_MMD7_L001	B
C5_P4_MMD7_L001	CD4_Glyco_lo
C6_P1_MMD7_L001	B
C6_P2_MMD7_L001	MonoMacro
C6_P3_MMD7_L001	MonoMacro
C7_P3_MMD7_L001	CD4_Glyco_lo
C8_P1_MMD7_L001	pDC
C9_P2_MMD7_L001	B
C9_P3_MMD7_L001	CD4_Glyco_lo
C9_P4_MMD7_L001	B
D10_P3_MMD7_L001	NK
D10_P4_MMD7_L001	B
D11_P3_MMD7_L001	NK
D11_P4_MMD7_L001	B
D12_P1_MMD7_L001	B
D12_P2_MMD7_L001	CD8T
D12_P3_MMD7_L001	B
D1_P1_MMD7_L001	CD8T
D1_P2_MMD7_L001	CD8T
D1_P3_MMD7_L001	B
D1_P4_MMD7_L001	pDC
D2_P2_MMD7_L001	CD8T
D2_P3_MMD7_L001	CD8T
D3_P1_MMD7_L001	CD4_Glyco_hi
D3_P2_MMD7_L001	NK
D3_P3_MMD7_L001	NK
D4_P1_MMD7_L001	CD8T
D4_P4_MMD7_L001	CD8T
D5_P1_MMD7_L001	B
D5_P2_MMD7_L001	pDC
D5_P4_MMD7_L001	CD8T
D6_P2_MMD7_L001	MonoMacro
D6_P3_MMD7_L001	CD8T
D6_P4_MMD7_L001	NK
D7_P4_MMD7_L001	B
D8_P1_MMD7_L001	MonoMacro
D8_P3_MMD7_L001	CD8T
D9_P2_MMD7_L001	CD4_Glyco_hi
E10_P1_MMD7_L001	B
E10_P2_MMD7_L001	CD8T
E10_P3_MMD7_L001	CD4_Glyco_hi
E11_P1_MMD7_L001	CD8T
E11_P4_MMD7_L001	CD8T
E12_P1_MMD7_L001	B
E12_P3_MMD7_L001	B
E1_P1_MMD7_L001	NK
E1_P2_MMD7_L001	CD4_Glyco_hi
E1_P3_MMD7_L001	B
E1_P4_MMD7_L001	MonoMacro
E2_P1_MMD7_L001	CD8T
E2_P3_MMD7_L001	CD8T
E2_P4_MMD7_L001	CD4_Glyco_hi
E3_P1_MMD7_L001	MonoMacro
E3_P2_MMD7_L001	B
E4_P1_MMD7_L001	CD8T
E4_P2_MMD7_L001	CD8T
E5_P2_MMD7_L001	MonoMacro
E6_P1_MMD7_L001	B
E6_P2_MMD7_L001	NK
E6_P3_MMD7_L001	MonoMacro
E6_P4_MMD7_L001	CD8T
E7_P1_MMD7_L001	NK
E7_P3_MMD7_L001	MonoMacro
E7_P4_MMD7_L001	CD4_Glyco_hi
E8_P2_MMD7_L001	B
E9_P1_MMD7_L001	B
E9_P2_MMD7_L001	CD8T
F10_P2_MMD7_L001	B
F10_P3_MMD7_L001	NK
F10_P4_MMD7_L001	B
F11_P1_MMD7_L001	B
F11_P3_MMD7_L001	NK
F12_P1_MMD7_L001	CD4_Glyco_hi
F12_P2_MMD7_L001	MonoMacro
F12_P3_MMD7_L001	pDC
F1_P3_MMD7_L001	CD8T
F3_P1_MMD7_L001	NK
F3_P2_MMD7_L001	CD8T
F3_P3_MMD7_L001	CD8T
F3_P4_MMD7_L001	CD8T
F4_P1_MMD7_L001	CD8T
F4_P2_MMD7_L001	CD8T
F4_P3_MMD7_L001	CD8T
F5_P1_MMD7_L001	B
F5_P2_MMD7_L001	B
F5_P3_MMD7_L001	B
F5_P4_MMD7_L001	CD8T
F6_P2_MMD7_L001	NK
F6_P3_MMD7_L001	MonoMacro
F6_P4_MMD7_L001	CD8T
F7_P3_MMD7_L001	MonoMacro
F7_P4_MMD7_L001	B
F8_P1_MMD7_L001	B
F8_P2_MMD7_L001	pDC
F8_P3_MMD7_L001	MonoMacro
F9_P1_MMD7_L001	NK
F9_P2_MMD7_L001	CD8T
G10_P1_MMD7_L001	CD8T
G10_P2_MMD7_L001	B
G10_P4_MMD7_L001	B
G11_P1_MMD7_L001	CD8T
G11_P2_MMD7_L001	CD4_Glyco_hi
G11_P3_MMD7_L001	NK
G12_P2_MMD7_L001	NK
G12_P3_MMD7_L001	NK
G12_P4_MMD7_L001	CD4_Glyco_lo
G1_P2_MMD7_L001	B
G1_P3_MMD7_L001	CD8T
G1_P4_MMD7_L001	B
G2_P2_MMD7_L001	B
G2_P3_MMD7_L001	B
G2_P4_MMD7_L001	MonoMacro
G3_P4_MMD7_L001	B
G5_P1_MMD7_L001	CD8T
G5_P3_MMD7_L001	B
G6_P2_MMD7_L001	NK
G6_P4_MMD7_L001	CD8T
G7_P1_MMD7_L001	CD8T
G7_P2_MMD7_L001	NK
G7_P3_MMD7_L001	MonoMacro
G8_P1_MMD7_L001	Plasma
G8_P3_MMD7_L001	MonoMacro
G9_P3_MMD7_L001	NK
G9_P4_MMD7_L001	NK
H10_P3_MMD7_L001	NK
H11_P1_MMD7_L001	pDC
H11_P2_MMD7_L001	NK
H12_P2_MMD7_L001	pDC
H12_P3_MMD7_L001	B
H1_P3_MMD7_L001	CD8T
H1_P4_MMD7_L001	NK
H2_P1_MMD7_L001	pDC
H2_P3_MMD7_L001	B
H2_P4_MMD7_L001	CD4_Glyco_lo
H3_P2_MMD7_L001	Tprolif
H3_P3_MMD7_L001	CD8T
H3_P4_MMD7_L001	CD4_Glyco_hi
H4_P3_MMD7_L001	B
H4_P4_MMD7_L001	CD8T
H5_P1_MMD7_L001	B
H5_P2_MMD7_L001	CD4_Glyco_hi
H5_P4_MMD7_L001	CD4_Glyco_hi
H6_P2_MMD7_L001	Tprolif
H6_P4_MMD7_L001	CD4_Glyco_lo
H7_P2_MMD7_L001	B
H7_P4_MMD7_L001	CD8T
H8_P2_MMD7_L001	pDC
H8_P3_MMD7_L001	CD4_Glyco_lo
H8_P4_MMD7_L001	CD8T
H9_P1_MMD7_L001	CD8T
H9_P3_MMD7_L001	CD8T
H9_P4_MMD7_L001	B
A10_P1_M79_L001	Tprolif
A10_P2_M79_L001	Tprolif
A10_P3_M79_L001	Tprolif
A10_P4_M79_L001	CD8T
A11_P3_M79_L001	Tprolif
A11_P4_M79_L001	Tprolif
A12_P2_M79_L001	CD8T
A12_P4_M79_L001	pDC
A2_P1_M79_L001	Tprolif
A2_P2_M79_L001	Tprolif
A2_P4_M79_L001	Tprolif
A3_P1_M79_L001	Tprolif
A3_P2_M79_L001	CD8T
A3_P3_M79_L001	Tprolif
A4_P1_M79_L001	CD8T
A4_P2_M79_L001	CD8T
A4_P3_M79_L001	Tprolif
A5_P1_M79_L001	Tprolif
A5_P2_M79_L001	CD8T
A5_P3_M79_L001	Tprolif
A5_P4_M79_L001	Tprolif
A6_P1_M79_L001	Tprolif
A6_P2_M79_L001	Tprolif
A6_P3_M79_L001	pDC
A7_P1_M79_L001	CD8T
A7_P2_M79_L001	Tprolif
A7_P3_M79_L001	CD8T
A8_P2_M79_L001	Tprolif
A8_P4_M79_L001	Tprolif
A9_P1_M79_L001	B
A9_P2_M79_L001	Tprolif
A9_P4_M79_L001	Tprolif
B10_P1_M79_L001	CD4_Glyco_lo
B10_P2_M79_L001	CD8T
B10_P3_M79_L001	Tprolif
B10_P4_M79_L001	CD8T
B11_P1_M79_L001	CD8T
B11_P2_M79_L001	pDC
B11_P3_M79_L001	Tprolif
B11_P4_M79_L001	CD4_Glyco_lo
B12_P2_M79_L001	Tprolif
B12_P3_M79_L001	pDC
B12_P4_M79_L001	pDC
B1_P1_M79_L001	Tprolif
B1_P2_M79_L001	CD8T
B1_P4_M79_L001	Tprolif
B2_P4_M79_L001	Tprolif
B3_P1_M79_L001	Tprolif
B3_P2_M79_L001	Tprolif
B3_P4_M79_L001	CD8T
B4_P2_M79_L001	CD4_Glyco_hi
B4_P4_M79_L001	pDC
B5_P2_M79_L001	Tprolif
B5_P3_M79_L001	Tprolif
B6_P1_M79_L001	Tprolif
B6_P2_M79_L001	Tprolif
B6_P3_M79_L001	CD4_Glyco_lo
B6_P4_M79_L001	CD8T
B7_P1_M79_L001	Tprolif
B7_P2_M79_L001	Tprolif
B7_P3_M79_L001	Tprolif
B8_P1_M79_L001	Tprolif
B8_P2_M79_L001	CD8T
B8_P3_M79_L001	Tprolif
B8_P4_M79_L001	Tprolif
B9_P1_M79_L001	CD8T
B9_P3_M79_L001	Plasma
B9_P4_M79_L001	Tprolif
C10_P1_M79_L001	Tprolif
C10_P3_M79_L001	CD4_Glyco_lo
C10_P4_M79_L001	Tprolif
C11_P2_M79_L001	CD4_Glyco_hi
C12_P1_M79_L001	CD8T
C12_P2_M79_L001	Tprolif
C12_P3_M79_L001	CD4_Glyco_hi
C12_P4_M79_L001	CD8T
C1_P1_M79_L001	CD8T
C1_P3_M79_L001	Tprolif
C1_P4_M79_L001	CD8T
C2_P1_M79_L001	Tprolif
C2_P2_M79_L001	CD8T
C2_P4_M79_L001	CD8T
C3_P1_M79_L001	Tprolif
C3_P2_M79_L001	Tprolif
C3_P3_M79_L001	Tprolif
C4_P1_M79_L001	CD4_Glyco_lo
C4_P2_M79_L001	CD8T
C4_P3_M79_L001	CD4_Glyco_lo
C4_P4_M79_L001	Tprolif
C5_P2_M79_L001	Tprolif
C5_P4_M79_L001	Tprolif
C6_P2_M79_L001	Tprolif
C7_P1_M79_L001	Tprolif
C8_P2_M79_L001	Tprolif
C8_P3_M79_L001	B
C8_P4_M79_L001	Tprolif
C9_P1_M79_L001	CD8T
C9_P3_M79_L001	CD8T
C9_P4_M79_L001	CD4_Glyco_lo
D10_P2_M79_L001	Tprolif
D11_P1_M79_L001	Tprolif
D11_P2_M79_L001	CD8T
D11_P4_M79_L001	pDC
D12_P3_M79_L001	Tprolif
D12_P4_M79_L001	Tprolif
D1_P1_M79_L001	MonoMacro
D1_P2_M79_L001	Tprolif
D1_P3_M79_L001	Tprolif
D1_P4_M79_L001	CD8T
D2_P1_M79_L001	CD8T
D2_P2_M79_L001	CD8T
D2_P3_M79_L001	Tprolif
D2_P4_M79_L001	Tprolif
D3_P1_M79_L001	NK
D3_P2_M79_L001	B
D3_P3_M79_L001	Tprolif
D3_P4_M79_L001	pDC
D4_P1_M79_L001	Tprolif
D4_P2_M79_L001	pDC
D4_P3_M79_L001	Tprolif
D5_P2_M79_L001	CD8T
D5_P3_M79_L001	CD8T
D5_P4_M79_L001	Tprolif
D6_P2_M79_L001	pDC
D6_P3_M79_L001	Tprolif
D6_P4_M79_L001	pDC
D7_P1_M79_L001	Tprolif
D7_P4_M79_L001	Tprolif
D8_P1_M79_L001	B
D8_P2_M79_L001	Tprolif
D8_P3_M79_L001	Tprolif
D8_P4_M79_L001	Tprolif
D9_P1_M79_L001	CD4_Glyco_lo
D9_P2_M79_L001	CD4_Glyco_hi
D9_P3_M79_L001	Tprolif
D9_P4_M79_L001	Tprolif
E10_P2_M79_L001	CD4_Glyco_hi
E10_P4_M79_L001	Tprolif
E11_P2_M79_L001	Tprolif
E11_P4_M79_L001	Tprolif
E12_P1_M79_L001	CD8T
E12_P2_M79_L001	Tprolif
E12_P3_M79_L001	CD4_Glyco_hi
E12_P4_M79_L001	Tprolif
E1_P2_M79_L001	Tprolif
E1_P3_M79_L001	Tprolif
E1_P4_M79_L001	Tprolif
E2_P1_M79_L001	CD8T
E2_P2_M79_L001	Tprolif
E2_P3_M79_L001	Tprolif
E2_P4_M79_L001	CD4_Glyco_lo
E3_P2_M79_L001	CD8T
E3_P3_M79_L001	CD8T
E3_P4_M79_L001	Tprolif
E4_P1_M79_L001	CD8T
E4_P2_M79_L001	CD4_Glyco_hi
E4_P3_M79_L001	Tprolif
E4_P4_M79_L001	Tprolif
E5_P1_M79_L001	CD8T
E5_P2_M79_L001	CD8T
E5_P4_M79_L001	CD4_Glyco_hi
E6_P1_M79_L001	CD4_Glyco_hi
E6_P3_M79_L001	Tprolif
E7_P1_M79_L001	CD8T
E7_P3_M79_L001	Tprolif
E7_P4_M79_L001	Tprolif
E8_P1_M79_L001	CD4_Glyco_hi
E8_P2_M79_L001	Tprolif
E8_P3_M79_L001	Tprolif
E8_P4_M79_L001	CD4_Glyco_lo
E9_P1_M79_L001	CD4_Glyco_lo
E9_P3_M79_L001	CD4_Glyco_hi
E9_P4_M79_L001	Tprolif
F10_P1_M79_L001	Tprolif
F10_P3_M79_L001	CD8T
F10_P4_M79_L001	B
F11_P1_M79_L001	CD8T
F11_P2_M79_L001	Tprolif
F11_P3_M79_L001	Tprolif
F12_P2_M79_L001	Tprolif
F12_P3_M79_L001	CD8T
F1_P3_M79_L001	Tprolif
F1_P4_M79_L001	CD4_Glyco_lo
F2_P1_M79_L001	B
F2_P3_M79_L001	CD4_Glyco_lo
F3_P2_M79_L001	Tprolif
F3_P3_M79_L001	Tprolif
F4_P2_M79_L001	Tprolif
F4_P3_M79_L001	Tprolif
F4_P4_M79_L001	Tprolif
F5_P2_M79_L001	CD8T
F5_P3_M79_L001	Tprolif
F5_P4_M79_L001	Tprolif
F6_P1_M79_L001	Tprolif
F6_P2_M79_L001	Tprolif
F6_P3_M79_L001	CD8T
F6_P4_M79_L001	CD4_Glyco_lo
F7_P1_M79_L001	CD4_Glyco_hi
F7_P2_M79_L001	Tprolif
F7_P3_M79_L001	Tprolif
F8_P1_M79_L001	Tprolif
F8_P2_M79_L001	B
F8_P4_M79_L001	Tprolif
F9_P2_M79_L001	Tprolif
F9_P3_M79_L001	pDC
F9_P4_M79_L001	CD8T
G10_P1_M79_L001	CD4_Glyco_hi
G10_P2_M79_L001	CD8T
G10_P3_M79_L001	CD8T
G11_P1_M79_L001	B
G11_P2_M79_L001	Tprolif
G12_P1_M79_L001	Tprolif
G12_P3_M79_L001	Tprolif
G1_P1_M79_L001	CD8T
G1_P2_M79_L001	Tprolif
G1_P3_M79_L001	CD4_Glyco_lo
G2_P2_M79_L001	Tprolif
G2_P3_M79_L001	Tprolif
G2_P4_M79_L001	Tprolif
G3_P1_M79_L001	CD4_Glyco_lo
G3_P2_M79_L001	CD8T
G3_P3_M79_L001	CD8T
G4_P3_M79_L001	Plasma
G4_P4_M79_L001	Tprolif
G5_P1_M79_L001	B
G5_P2_M79_L001	CD4_Glyco_hi
G6_P3_M79_L001	Tprolif
G6_P4_M79_L001	CD8T
G7_P2_M79_L001	Plasma
G7_P3_M79_L001	Tprolif
G7_P4_M79_L001	Tprolif
G8_P1_M79_L001	CD8T
G8_P2_M79_L001	Tprolif
G8_P3_M79_L001	Tprolif
G8_P4_M79_L001	Tprolif
G9_P1_M79_L001	CD8T
G9_P4_M79_L001	pDC
H10_P1_M79_L001	Tprolif
H10_P2_M79_L001	Tprolif
H10_P3_M79_L001	B
H11_P2_M79_L001	CD8T
H11_P3_M79_L001	CD4_Glyco_hi
H11_P4_M79_L001	CD4_Glyco_lo
H12_P1_M79_L001	CD8T
H12_P2_M79_L001	Tprolif
H12_P4_M79_L001	pDC
H1_P3_M79_L001	Tprolif
H2_P1_M79_L001	CD4_Glyco_hi
H2_P2_M79_L001	CD8T
H2_P3_M79_L001	Plasma
H2_P4_M79_L001	CD8T
H3_P3_M79_L001	Tprolif
H4_P2_M79_L001	B
H4_P3_M79_L001	CD4_Glyco_hi
H4_P4_M79_L001	CD4_Glyco_hi
H5_P2_M79_L001	Tprolif
H5_P3_M79_L001	Tprolif
H5_P4_M79_L001	B
H6_P1_M79_L001	CD4_Glyco_lo
H6_P2_M79_L001	Tprolif
H6_P3_M79_L001	Tprolif
H7_P2_M79_L001	Tprolif
H7_P4_M79_L001	pDC
H8_P1_M79_L001	CD8T
H8_P2_M79_L001	Tprolif
H8_P3_M79_L001	MonoMacro
H9_P1_M79_L001	MonoMacro
H9_P2_M79_L001	Tprolif
H9_P3_M79_L001	Tprolif
H9_P4_M79_L001	Tprolif
A10_P2_M51_L001	Plasma
A10_P6_M51_L001	CD4_Glyco_lo
A11_P1_M51_L001	B
A11_P6_M51_L001	Plasma
A12_P1_M51_L001	CD4_Glyco_hi
A1_P1_M51_L001	CD4_Glyco_lo
A1_P6_M51_L001	CD4_Glyco_lo
A2_P2_M51_L001	CD8T
A3_P1_M51_L001	Plasma
A3_P2_M51_L001	CD4_Glyco_hi
A4_P1_M51_L001	B
A4_P6_M51_L001	CD8T
A5_P1_M51_L001	B
A6_P1_M51_L001	CD8T
A6_P2_M51_L001	B
A6_P6_M51_L001	Plasma
A8_P2_M51_L001	CD4_Glyco_hi
B10_P6_M51_L001	Plasma
B11_P2_M51_L001	Plasma
B12_P1_M51_L001	CD4_Glyco_lo
B12_P2_M51_L001	CD4_Glyco_hi
B1_P1_M51_L001	Plasma
B1_P2_M51_L001	CD8T
B1_P6_M51_L001	CD4_Glyco_lo
B2_P1_M51_L001	Plasma
B2_P2_M51_L001	CD4_Glyco_hi
B3_P6_M51_L001	Plasma
B4_P1_M51_L001	Plasma
B4_P6_M51_L001	B
B5_P6_M51_L001	CD4_Glyco_lo
B7_P1_M51_L001	B
B8_P1_M51_L001	Plasma
B8_P2_M51_L001	Plasma
B9_P1_M51_L001	CD4_Glyco_hi
B9_P2_M51_L001	CD4_Glyco_hi
C10_P1_M51_L001	CD8T
C10_P2_M51_L001	B
C11_P1_M51_L001	CD4_Glyco_hi
C11_P2_M51_L001	Plasma
C12_P1_M51_L001	B
C12_P2_M51_L001	Plasma
C12_P6_M51_L001	B
C1_P1_M51_L001	B
C2_P1_M51_L001	CD8T
C6_P1_M51_L001	Plasma
C6_P2_M51_L001	Plasma
C7_P1_M51_L001	CD8T
C7_P2_M51_L001	Plasma
C8_P1_M51_L001	CD4_Glyco_hi
C8_P2_M51_L001	Plasma
C8_P6_M51_L001	CD8T
C9_P1_M51_L001	CD8T
C9_P6_M51_L001	CD8T
D10_P2_M51_L001	Plasma
D10_P6_M51_L001	B
D11_P2_M51_L001	B
D12_P1_M51_L001	B
D1_P2_M51_L001	Plasma
D1_P6_M51_L001	CD4_Glyco_hi
D2_P1_M51_L001	CD4_Glyco_lo
D2_P2_M51_L001	NK
D3_P1_M51_L001	Plasma
D3_P2_M51_L001	Plasma
D3_P6_M51_L001	B
D4_P6_M51_L001	CD4_Glyco_hi
D6_P2_M51_L001	Plasma
D7_P2_M51_L001	CD4_Glyco_lo
D8_P1_M51_L001	CD4_Glyco_hi
D8_P2_M51_L001	Plasma
E10_P1_M51_L001	NK
E10_P2_M51_L001	CD4_Glyco_hi
E10_P6_M51_L001	Plasma
E11_P1_M51_L001	CD4_Glyco_lo
E11_P2_M51_L001	CD4_Glyco_lo
E12_P6_M51_L001	Plasma
E1_P1_M51_L001	CD4_Glyco_hi
E1_P2_M51_L001	B
E1_P6_M51_L001	CD4_Glyco_lo
E2_P1_M51_L001	CD4_Glyco_lo
E2_P2_M51_L001	B
E3_P2_M51_L001	B
E4_P1_M51_L001	Plasma
E4_P2_M51_L001	B
E5_P1_M51_L001	CD4_Glyco_lo
E5_P6_M51_L001	Plasma
E6_P6_M51_L001	B
E7_P1_M51_L001	NK
E7_P2_M51_L001	Plasma
E8_P2_M51_L001	CD4_Glyco_hi
E9_P1_M51_L001	Plasma
E9_P2_M51_L001	Plasma
E9_P6_M51_L001	Plasma
F10_P1_M51_L001	CD8T
F11_P1_M51_L001	Plasma
F11_P2_M51_L001	Plasma
F11_P6_M51_L001	Plasma
F1_P1_M51_L001	CD4_Glyco_lo
F2_P1_M51_L001	B
F2_P6_M51_L001	B
F3_P1_M51_L001	Plasma
F3_P6_M51_L001	CD8T
F4_P2_M51_L001	B
F5_P2_M51_L001	Plasma
F5_P6_M51_L001	Plasma
F7_P1_M51_L001	Plasma
F7_P2_M51_L001	CD8T
F8_P1_M51_L001	CD4_Glyco_lo
F8_P6_M51_L001	B
F9_P6_M51_L001	CD4_Glyco_lo
G11_P1_M51_L001	Plasma
G11_P2_M51_L001	MonoMacro
G1_P2_M51_L001	CD4_Glyco_hi
G1_P6_M51_L001	CD4_Glyco_hi
G2_P6_M51_L001	CD8T
G3_P6_M51_L001	B
G4_P1_M51_L001	Plasma
G4_P2_M51_L001	B
G5_P1_M51_L001	Plasma
G6_P1_M51_L001	NK
G6_P2_M51_L001	CD8T
G6_P6_M51_L001	Plasma
G7_P1_M51_L001	Plasma
G7_P2_M51_L001	CD8T
G7_P6_M51_L001	CD4_Glyco_hi
G8_P1_M51_L001	CD4_Glyco_lo
G8_P2_M51_L001	B
G9_P2_M51_L001	Plasma
H10_P1_M51_L001	Plasma
H11_P1_M51_L001	B
H12_P2_M51_L001	Plasma
H12_P6_M51_L001	CD4_Glyco_lo
H1_P1_M51_L001	Plasma
H1_P6_M51_L001	CD4_Glyco_hi
H4_P1_M51_L001	NK
H4_P2_M51_L001	Plasma
H4_P6_M51_L001	CD4_Glyco_lo
H5_P1_M51_L001	Plasma
H7_P1_M51_L001	CD8T
H7_P2_M51_L001	B
H7_P6_M51_L001	B
H8_P1_M51_L001	Plasma
H8_P6_M51_L001	B
H9_P1_M51_L001	Plasma
H9_P6_M51_L001	Plasma
A10_P1_MMD6_L001	CD8T
A10_P2_MMD6_L001	CD8T
A10_P4_MMD6_L001	CD8T
A11_P1_MMD6_L001	CD8T
A11_P2_MMD6_L001	CD4_Glyco_hi
A11_P4_MMD6_L001	CD8T
A12_P1_MMD6_L001	CD8T
A12_P2_MMD6_L001	CD8T
A12_P4_MMD6_L001	NK
A2_P1_MMD6_L001	CD8T
A2_P2_MMD6_L001	NK
A2_P4_MMD6_L001	NK
A3_P1_MMD6_L001	CD8T
A3_P2_MMD6_L001	CD8T
A3_P4_MMD6_L001	CD8T
A4_P1_MMD6_L001	NK
A4_P2_MMD6_L001	CD8T
A5_P1_MMD6_L001	NK
A5_P2_MMD6_L001	CD8T
A5_P4_MMD6_L001	CD8T
A6_P4_MMD6_L001	CD8T
A7_P1_MMD6_L001	NK
A7_P2_MMD6_L001	CD8T
A8_P1_MMD6_L001	CD8T
A8_P2_MMD6_L001	CD8T
A9_P2_MMD6_L001	CD8T
A9_P4_MMD6_L001	CD8T
B10_P2_MMD6_L001	Tprolif
B10_P4_MMD6_L001	CD8T
B11_P1_MMD6_L001	CD8T
B12_P1_MMD6_L001	CD4_Glyco_hi
B12_P2_MMD6_L001	CD8T
B1_P4_MMD6_L001	CD8T
B2_P1_MMD6_L001	CD8T
B2_P2_MMD6_L001	CD8T
B2_P4_MMD6_L001	CD8T
B3_P2_MMD6_L001	CD8T
B3_P4_MMD6_L001	CD8T
B4_P1_MMD6_L001	CD8T
B4_P2_MMD6_L001	CD8T
B5_P1_MMD6_L001	NK
B5_P2_MMD6_L001	CD8T
B5_P4_MMD6_L001	NK
B6_P1_MMD6_L001	CD4_Glyco_hi
B6_P2_MMD6_L001	CD8T
B7_P1_MMD6_L001	CD8T
B7_P2_MMD6_L001	MonoMacro
B7_P4_MMD6_L001	CD8T
B8_P1_MMD6_L001	CD8T
B8_P2_MMD6_L001	CD8T
B8_P4_MMD6_L001	CD8T
B9_P2_MMD6_L001	CD8T
B9_P4_MMD6_L001	CD8T
C10_P4_MMD6_L001	CD8T
